evento_id,entidade_id,data_evento,categoria,marca,fabricante,produto,quantidade,valor,desconto,pagamento,canal,uf,sexo,data_nascimento
194,666.934.968-81,2023-07-29,Defensivos,AgriPlus,Empresa A,P0072,10,18681.0,2572.6,Cartão,Representante,GO,F,2003-09-13
195,803.369.652-49,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0127,10,12491.57,781.73,PIX,Representante,GO,F,1976-08-18
196,061.115.624-52,2023-07-29,Máquinas,VerdeTech,Empresa C,P0147,8,72448.39,7001.05,PIX,Loja,PR,F,1966-05-11
197,091.331.758-61,2023-07-29,Fertilizantes,CampoForte,Empresa C,P0133,7,6350.66,234.38,Cartão,Loja,PR,M,1971-01-05
198,308.436.578-47,2023-07-29,Fertilizantes,AgriPlus,Empresa A,P0126,7,8893.77,957.12,Cartão,Online,PR,M,1985-08-14
199,166.702.452-38,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0124,7,9578.32,620.4,PIX,Representante,GO,F,1976-03-31
200,976.813.258-24,2023-07-29,Máquinas,AgroMax,Empresa C,P0169,1,9607.01,715.41,PIX,Loja,PR,F,1991-04-12
201,520.849.920-79,2023-07-29,Máquinas,AgroMax,Empresa C,P0163,2,16515.72,1138.06,PIX,Online,GO,M,2007-02-16
202,538.343.261-27,2023-07-29,Defensivos,AgroMax,Empresa C,P0063,4,3534.07,322.81,PIX,Online,RS,M,1946-09-26
203,770.171.272-00,2023-07-29,Fertilizantes,AgroMax,Empresa C,P0118,3,2916.73,121.22,Cartão,Loja,PR,M,1955-11-03
204,990.818.699-06,2023-07-29,Fertilizantes,AgroMax,Empresa A,P0131,4,4549.53,307.75,Boleto,Online,RS,F,1963-06-15
205,665.049.404-60,2023-07-29,Máquinas,CampoForte,Empresa C,P0174,1,5413.64,406.41,Boleto,Representante,BA,F,1955-11-03
206,601.264.219-94,2023-07-29,Defensivos,AgroMax,Empresa A,P0090,5,4992.7,197.55,PIX,Online,MG,M,1990-03-25
207,511.935.661-34,2023-07-29,Fertilizantes,AgriPlus,Empresa C,P0101,6,5466.79,73.67,Cartão,Representante,RS,M,1974-09-25
208,017.952.622-73,2023-07-29,Máquinas,VerdeTech,Empresa C,P0163,4,22330.09,3362.39,Cartão,Representante,PR,F,1972-08-28
209,050.338.967-68,2023-07-29,Defensivos,CampoForte,Empresa C,P0074,3,1480.98,91.86,Boleto,Representante,PR,F,1947-12-25
210,321.412.637-78,2023-07-29,Fertilizantes,VerdeTech,Empresa C,P0134,3,4886.12,336.07,Boleto,Online,BA,F,2007-11-06
211,552.138.069-88,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0139,3,2601.1,79.1,Boleto,Representante,PR,M,1989-02-20
212,714.198.039-30,2023-07-29,Fertilizantes,VerdeTech,Empresa C,P0112,2,2027.09,165.69,Cartão,Online,MT,M,1976-11-30
213,851.348.742-20,2023-07-29,Fertilizantes,CampoForte,Empresa A,P0123,5,4002.64,79.66,Boleto,Loja,PR,F,1968-06-30
214,134.506.884-05,2023-07-29,Sementes,CampoForte,Empresa B,P0059,8,6935.84,982.08,Cartão,Representante,PR,M,1969-09-13
215,817.094.288-80,2023-07-29,Sementes,CampoForte,Empresa C,P0032,5,6698.74,382.86,Cartão,Online,BA,M,2002-08-09
216,848.525.050-80,2023-07-29,Fertilizantes,CampoForte,Empresa C,P0125,3,3568.89,115.17,PIX,Loja,GO,M,1967-01-08
217,981.776.837-64,2023-07-29,Sementes,CampoForte,Empresa C,P0016,2,1199.25,92.71,PIX,Loja,MT,F,1994-01-30
218,246.903.458-21,2023-07-29,Sementes,AgriPlus,Empresa B,P0012,8,9873.96,719.16,Cartão,Representante,RS,M,1995-11-25
219,970.785.889-32,2023-07-29,Máquinas,CampoForte,Empresa A,P0150,4,30311.54,3995.94,Cartão,Representante,PR,M,2005-10-03
220,302.571.312-72,2023-07-29,Máquinas,AgriPlus,Empresa A,P0171,10,64177.29,3222.91,Cartão,Loja,RS,M,1965-09-21
221,457.056.260-45,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0139,6,9652.82,1077.28,Boleto,Loja,PR,M,1952-02-13
222,524.892.229-10,2023-07-29,Defensivos,VerdeTech,Empresa A,P0068,7,3520.6,233.57,Boleto,Representante,PR,M,1982-09-26
223,607.282.487-00,2023-07-29,Defensivos,CampoForte,Empresa A,P0081,4,5202.42,252.3,Boleto,Representante,MG,M,1954-10-16
224,388.752.943-05,2023-07-29,Sementes,CampoForte,Empresa B,P0030,1,570.41,45.06,Boleto,Loja,MG,F,2000-02-25
225,000.369.413-52,2023-07-29,Máquinas,CampoForte,Empresa B,P0162,3,13981.1,888.16,Cartão,Loja,BA,F,1954-06-19
226,209.773.566-55,2023-07-29,Defensivos,VerdeTech,Empresa A,P0068,6,6881.68,1157.24,Boleto,Online,BA,M,1961-03-09
227,164.613.241-60,2023-07-29,Defensivos,CampoForte,Empresa A,P0090,2,1456.15,58.83,Cartão,Loja,MT,M,1977-11-24
228,672.733.895-79,2023-07-29,Fertilizantes,AgroMax,Empresa A,P0115,10,14329.18,1759.22,Boleto,Representante,PR,M,2003-12-19
229,775.806.887-19,2023-07-29,Defensivos,AgriPlus,Empresa A,P0076,6,14743.73,1007.77,PIX,Loja,PR,M,1992-07-24
230,611.113.794-83,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0115,2,4974.36,311.9,Cartão,Online,RS,F,1979-09-06
231,236.611.727-27,2023-07-29,Sementes,AgroMax,Empresa C,P0017,8,9262.9,324.7,Boleto,Loja,PR,M,1990-06-08
232,352.855.101-12,2023-07-29,Máquinas,VerdeTech,Empresa B,P0170,5,32149.74,3275.06,PIX,Loja,RS,F,1948-07-06
233,104.767.548-01,2023-07-29,Fertilizantes,AgroMax,Empresa C,P0132,10,5270.86,268.34,Cartão,Loja,RS,M,1968-12-07
234,352.738.219-40,2023-07-29,Sementes,VerdeTech,Empresa A,P0035,4,5559.25,284.07,Cartão,Representante,PR,M,1950-11-26
235,949.454.182-09,2023-07-29,Máquinas,CampoForte,Empresa B,P0177,8,61229.14,2467.66,Boleto,Representante,PR,M,1999-01-06
236,007.434.169-37,2023-07-29,Fertilizantes,CampoForte,Empresa B,P0116,6,15300.31,568.43,PIX,Representante,PR,F,2000-11-17
237,404.121.840-36,2023-07-29,Sementes,VerdeTech,Empresa B,P0056,7,5398.24,767.71,PIX,Representante,MG,M,2002-12-20
238,278.057.164-04,2023-07-29,Defensivos,VerdeTech,Empresa B,P0069,7,23769.11,1753.8,PIX,Representante,RS,F,1978-01-07
239,839.326.731-58,2023-07-29,Sementes,CampoForte,Empresa C,P0054,10,7059.27,436.03,Boleto,Loja,PR,F,1962-08-02
240,920.199.411-71,2023-07-29,Sementes,AgroMax,Empresa A,P0051,5,4108.11,346.24,Cartão,Loja,BA,F,2008-05-17
241,717.237.444-41,2023-07-29,Fertilizantes,VerdeTech,Empresa C,P0123,4,6386.8,54.28,PIX,Representante,GO,M,1996-03-07
242,152.468.949-16,2023-07-29,Máquinas,VerdeTech,Empresa A,P0175,5,142191.46,2487.94,Cartão,Representante,RS,F,1956-04-26
243,043.691.669-00,2023-07-29,Defensivos,AgriPlus,Empresa C,P0062,6,2420.73,280.17,Cartão,Loja,PR,F,1971-01-16
244,102.298.337-72,2023-07-29,Defensivos,AgroMax,Empresa B,P0098,3,1445.53,186.62,Boleto,Loja,MG,F,1988-08-16
245,002.501.438-28,2023-07-29,Defensivos,VerdeTech,Empresa A,P0076,6,7047.29,346.93,Boleto,Representante,MT,F,1980-06-14
246,839.938.093-86,2023-07-29,Sementes,VerdeTech,Empresa A,P0050,4,4415.28,353.84,PIX,Loja,PR,F,1994-04-30
247,821.238.919-75,2023-07-29,Sementes,CampoForte,Empresa A,P0028,3,4235.45,645.52,Cartão,Representante,MT,M,1999-04-15
248,302.274.570-21,2023-07-29,Fertilizantes,CampoForte,Empresa A,P0107,6,7576.29,278.67,Cartão,Loja,PR,F,1955-01-15
249,728.856.086-41,2023-07-29,Sementes,VerdeTech,Empresa C,P0014,9,5018.72,664.06,Cartão,Representante,PR,F,1970-05-31
250,521.640.025-71,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0133,1,1213.24,39.04,Cartão,Online,PR,F,1965-03-16
251,252.009.561-02,2023-07-29,Máquinas,AgroMax,Empresa A,P0153,3,40756.82,1788.13,Cartão,Loja,GO,F,1976-09-13
252,606.881.178-64,2023-07-29,Sementes,AgroMax,Empresa C,P0020,1,871.74,127.53,Cartão,Online,PR,F,1964-01-23
253,606.881.178-64,2023-07-29,Defensivos,AgroMax,Empresa A,P0095,3,2472.34,264.89,PIX,Representante,PR,F,1964-01-23
254,988.297.433-30,2023-07-29,Máquinas,AgriPlus,Empresa C,P0149,1,17731.1,2830.77,PIX,Representante,MG,M,1982-10-23
255,306.561.641-66,2023-07-29,Defensivos,AgriPlus,Empresa C,P0092,1,452.69,46.69,Boleto,Loja,PR,F,1964-05-01
256,614.021.863-20,2023-07-29,Sementes,CampoForte,Empresa A,P0021,7,6639.75,252.1,PIX,Online,MG,M,1954-01-31
257,118.628.097-20,2023-07-29,Fertilizantes,AgriPlus,Empresa C,P0128,8,8095.06,248.78,Cartão,Loja,BA,F,2005-01-06
258,837.369.830-26,2023-07-29,Fertilizantes,CampoForte,Empresa A,P0103,1,1052.64,54.39,PIX,Online,MG,M,1953-04-17
259,716.571.400-67,2023-07-29,Defensivos,AgriPlus,Empresa C,P0078,7,6204.08,162.7,PIX,Online,RS,F,1992-09-11
260,909.748.398-09,2023-07-29,Sementes,AgriPlus,Empresa A,P0034,3,1920.15,112.47,PIX,Representante,BA,M,1954-03-04
261,971.915.626-09,2023-07-29,Defensivos,VerdeTech,Empresa A,P0088,3,6226.53,655.86,Cartão,Representante,MG,F,1986-03-06
262,206.150.716-60,2023-07-29,Sementes,VerdeTech,Empresa B,P0004,3,2193.92,104.05,Cartão,Loja,PR,M,1997-08-19
263,960.786.195-78,2023-07-29,Sementes,AgroMax,Empresa C,P0015,3,3734.83,146.3,PIX,Online,BA,M,1986-09-29
264,817.056.986-97,2023-07-29,Defensivos,CampoForte,Empresa B,P0067,10,8563.79,577.21,Boleto,Online,PR,M,1965-06-15
265,505.889.084-44,2023-07-29,Defensivos,AgriPlus,Empresa B,P0082,2,1750.36,98.46,PIX,Loja,BA,F,1951-12-31
266,162.617.449-04,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0119,1,1352.26,54.61,PIX,Representante,MG,F,1947-08-21
267,123.529.236-38,2023-07-29,Fertilizantes,AgroMax,Empresa A,P0132,3,1562.15,128.98,Boleto,Loja,BA,F,1973-03-23
268,495.389.484-75,2023-07-29,Defensivos,AgroMax,Empresa B,P0072,7,2816.55,273.11,Boleto,Loja,RS,F,1977-03-03
269,743.035.917-50,2023-07-29,Fertilizantes,AgroMax,Empresa C,P0104,9,11130.07,623.48,Boleto,Representante,RS,F,2003-02-16
270,093.546.277-57,2023-07-29,Defensivos,AgriPlus,Empresa A,P0078,2,2316.28,120.3,Boleto,Representante,MG,F,2003-10-09
271,473.607.172-99,2023-07-29,Sementes,VerdeTech,Empresa A,P0028,6,3007.06,81.2,Boleto,Loja,RS,M,1949-01-10
272,272.745.213-65,2023-07-29,Fertilizantes,AgriPlus,Empresa A,P0102,2,1543.9,99.82,Boleto,Representante,PR,M,1947-02-01
273,593.074.035-62,2023-07-29,Defensivos,CampoForte,Empresa A,P0066,5,6249.6,212.4,Boleto,Online,PR,F,2001-02-14
274,787.925.559-18,2023-07-29,Defensivos,AgroMax,Empresa A,P0079,7,5598.13,596.31,PIX,Representante,PR,M,1961-09-17
275,213.522.227-52,2023-07-29,Defensivos,AgriPlus,Empresa C,P0078,1,797.39,42.46,Boleto,Online,BA,M,1977-07-05
276,831.453.190-19,2023-07-29,Sementes,AgriPlus,Empresa A,P0017,2,3727.44,409.62,Cartão,Online,GO,F,1969-07-12
277,473.527.935-00,2023-07-29,Fertilizantes,VerdeTech,Empresa C,P0140,5,8697.52,391.48,PIX,Loja,RS,F,2002-04-26
278,473.527.935-00,2023-07-29,Fertilizantes,VerdeTech,Empresa B,P0131,6,2558.08,130.22,Boleto,Representante,RS,F,2002-04-26
279,017.557.665-30,2023-07-29,Defensivos,AgroMax,Empresa C,P0079,6,2868.04,47.3,Cartão,Loja,PR,M,1972-10-16
280,825.012.101-58,2023-07-29,Sementes,AgriPlus,Empresa A,P0055,1,552.97,31.63,Boleto,Loja,BA,M,1992-11-28
281,911.948.584-06,2023-07-29,Sementes,AgroMax,Empresa B,P0038,4,2310.96,379.88,Cartão,Representante,BA,M,1961-08-24
282,462.884.922-64,2023-07-29,Sementes,AgroMax,Empresa C,P0016,6,5920.27,174.11,Boleto,Loja,MT,M,1964-01-04
283,993.376.309-15,2023-07-29,Sementes,AgroMax,Empresa C,P0022,10,11929.16,1345.64,Boleto,Representante,PR,M,1970-12-31
284,676.612.127-06,2023-07-29,Defensivos,AgroMax,Empresa A,P0084,2,2117.96,126.56,Cartão,Loja,BA,M,1965-05-21
285,641.572.487-83,2023-07-29,Defensivos,AgriPlus,Empresa A,P0089,4,8187.3,407.42,Cartão,Loja,BA,M,1996-02-06
286,664.980.342-11,2023-07-29,Fertilizantes,VerdeTech,Empresa A,P0133,9,5351.58,436.59,Cartão,Representante,MT,F,1959-08-10
287,465.538.493-07,2023-07-29,Defensivos,CampoForte,Empresa C,P0068,8,30372.14,1112.34,Boleto,Online,RS,M,1992-11-07
288,565.473.763-54,2023-07-29,Defensivos,CampoForte,Empresa B,P0096,7,5872.37,366.87,Cartão,Representante,PR,M,1983-01-19
289,708.535.790-83,2023-07-29,Sementes,AgriPlus,Empresa C,P0052,6,2893.58,119.2,Cartão,Representante,MG,F,1952-12-16
290,158.565.129-01,2023-07-29,Defensivos,VerdeTech,Empresa B,P0067,7,16159.15,218.68,PIX,Loja,MG,M,1978-10-06
291,236.482.679-90,2023-07-29,Fertilizantes,AgroMax,Empresa B,P0107,10,7304.49,757.01,PIX,Representante,GO,M,1961-10-11
292,209.800.723-01,2023-07-29,Defensivos,CampoForte,Empresa A,P0085,4,9240.41,988.51,Cartão,Representante,MG,M,1962-03-24
293,881.222.168-89,2023-07-29,Fertilizantes,CampoForte,Empresa C,P0132,1,1492.98,81.88,Boleto,Loja,GO,M,1989-07-03
294,909.834.712-66,2023-07-29,Defensivos,AgroMax,Empresa C,P0093,5,6965.32,285.98,Cartão,Representante,MT,F,1975-07-11
295,560.491.906-31,2023-07-29,Fertilizantes,AgriPlus,Empresa A,P0123,3,4873.26,229.98,Boleto,Loja,RS,M,1976-09-21
296,008.880.025-30,2023-07-29,Fertilizantes,VerdeTech,Empresa B,P0106,7,6216.41,571.0,PIX,Online,BA,M,1967-04-15
297,158.565.129-01,2023-07-29,Sementes,AgriPlus,Empresa C,P0019,7,2304.83,161.34,Cartão,Online,MG,M,1978-10-06
298,803.814.788-07,2023-07-29,Sementes,CampoForte,Empresa B,P0019,8,8532.37,1023.87,Boleto,Loja,PR,F,2001-05-14
299,709.355.860-75,2023-07-29,Sementes,VerdeTech,Empresa B,P0010,10,5110.15,321.35,Cartão,Online,PR,F,1997-12-09
300,612.949.182-49,2023-07-29,Fertilizantes,VerdeTech,Empresa B,P0114,10,7126.95,760.95,Cartão,Loja,MG,F,1965-05-23
301,692.169.588-39,2023-07-30,Fertilizantes,VerdeTech,Empresa B,P0130,1,1828.41,104.78,Boleto,Online,RS,M,1996-05-06
302,088.869.967-05,2023-07-30,Defensivos,VerdeTech,Empresa B,P0085,5,5411.42,425.33,PIX,Online,PR,M,1987-08-13
303,389.132.354-98,2023-07-30,Defensivos,VerdeTech,Empresa B,P0077,9,5059.59,343.02,Boleto,Online,GO,M,1987-04-02
304,313.295.108-01,2023-07-30,Defensivos,CampoForte,Empresa C,P0098,10,22481.4,1901.4,Boleto,Representante,MT,M,2004-04-27
305,471.299.939-01,2023-07-30,Defensivos,VerdeTech,Empresa B,P0097,1,441.27,23.91,PIX,Loja,BA,F,1956-09-30
306,106.455.571-37,2023-07-30,Defensivos,AgroMax,Empresa A,P0074,9,7572.3,591.96,Boleto,Representante,RS,M,1958-04-20
307,114.391.143-15,2023-07-30,Fertilizantes,VerdeTech,Empresa A,P0136,2,3020.16,155.64,Boleto,Representante,GO,F,1948-06-14
308,420.244.893-62,2023-07-30,Sementes,VerdeTech,Empresa B,P0047,6,7885.41,532.65,Boleto,Representante,MT,F,1957-07-10
309,815.038.628-95,2023-07-30,Sementes,AgroMax,Empresa A,P0032,1,1862.53,50.4,Cartão,Loja,MT,F,1979-03-16
310,978.742.852-12,2023-07-30,Defensivos,CampoForte,Empresa C,P0083,5,2044.14,235.66,Boleto,Representante,PR,F,1964-03-24
311,276.233.509-43,2023-07-30,Sementes,AgriPlus,Empresa C,P0012,8,23596.35,2210.53,Cartão,Loja,GO,F,1981-02-13
312,158.565.129-01,2023-07-30,Sementes,AgroMax,Empresa A,P0047,9,9029.48,597.55,Cartão,Loja,MG,M,1978-10-06
313,136.770.569-00,2023-07-30,Fertilizantes,AgroMax,Empresa A,P0128,3,2102.33,159.28,Cartão,Online,GO,F,1950-03-23
314,580.795.923-06,2023-07-30,Sementes,CampoForte,Empresa B,P0022,4,5642.62,244.7,Cartão,Representante,GO,M,1959-09-28
315,871.554.992-50,2023-07-30,Máquinas,VerdeTech,Empresa B,P0177,4,22762.85,1576.91,PIX,Online,MT,F,2005-11-15
316,846.489.425-23,2023-07-30,Sementes,CampoForte,Empresa A,P0005,1,548.11,31.67,Boleto,Online,RS,M,2001-05-22
317,537.262.965-73,2023-07-30,Sementes,AgroMax,Empresa A,P0059,9,2957.48,146.17,Boleto,Online,MT,M,1973-03-08
318,643.547.698-59,2023-07-30,Defensivos,VerdeTech,Empresa B,P0070,1,1259.64,161.98,Boleto,Representante,RS,M,1966-05-20
319,960.075.159-58,2023-07-30,Fertilizantes,CampoForte,Empresa A,P0125,5,4168.85,267.4,Boleto,Loja,MT,F,1986-08-21
320,829.649.644-59,2023-07-30,Defensivos,AgroMax,Empresa C,P0089,8,6944.38,972.74,Cartão,Representante,PR,M,1987-10-28
321,388.471.928-97,2023-07-30,Sementes,VerdeTech,Empresa A,P0018,4,4775.09,499.63,Cartão,Loja,PR,M,1999-01-10
322,488.177.574-03,2023-07-30,Defensivos,AgriPlus,Empresa B,P0089,10,11432.37,1608.63,Boleto,Representante,BA,F,1999-03-06
323,465.100.785-62,2023-07-30,Sementes,VerdeTech,Empresa A,P0056,4,5935.27,181.49,Boleto,Loja,MG,F,1981-12-11
324,676.812.258-46,2023-07-30,Sementes,AgriPlus,Empresa B,P0005,5,10175.97,206.88,Cartão,Online,PR,F,1952-11-23
325,062.556.188-03,2023-07-30,Fertilizantes,AgriPlus,Empresa A,P0117,5,16540.73,417.12,Boleto,Loja,RS,F,1979-02-12
326,101.297.961-07,2023-07-30,Fertilizantes,CampoForte,Empresa C,P0122,5,5055.04,287.41,Cartão,Representante,MT,F,1993-10-12
327,947.400.332-75,2023-07-30,Sementes,VerdeTech,Empresa C,P0039,3,5676.01,781.67,Boleto,Representante,PR,F,1954-01-27
328,618.132.508-55,2023-07-30,Defensivos,AgriPlus,Empresa A,P0068,6,6462.81,172.53,Cartão,Loja,GO,M,2001-08-27
329,777.810.437-74,2023-07-30,Sementes,AgriPlus,Empresa A,P0045,1,1148.46,39.36,Cartão,Representante,BA,M,1965-05-14
330,563.485.151-33,2023-07-30,Fertilizantes,AgroMax,Empresa C,P0106,3,4844.45,715.96,Cartão,Online,MG,F,1957-05-19
331,106.811.484-38,2023-07-30,Defensivos,VerdeTech,Empresa A,P0069,4,8756.83,312.25,PIX,Loja,MT,F,1973-04-18
332,325.784.018-70,2023-07-30,Defensivos,AgriPlus,Empresa A,P0085,1,1296.33,35.05,Cartão,Online,BA,F,1979-11-19
333,364.825.121-00,2023-07-30,Sementes,AgroMax,Empresa C,P0012,10,9395.18,706.02,Boleto,Loja,PR,F,1992-07-14
334,824.999.389-60,2023-07-30,Máquinas,AgroMax,Empresa B,P0148,9,54930.55,4260.56,PIX,Loja,PR,F,2007-03-22
335,934.420.063-76,2023-07-30,Sementes,AgriPlus,Empresa C,P0032,5,3779.21,281.49,Boleto,Online,PR,F,1990-03-28
336,904.617.367-48,2023-07-30,Defensivos,VerdeTech,Empresa A,P0072,1,2434.37,241.65,Cartão,Representante,MT,M,2004-01-04
337,644.918.761-18,2023-07-30,Sementes,AgroMax,Empresa A,P0023,5,2788.67,268.13,Cartão,Online,MG,M,1966-03-25
338,599.678.580-36,2023-07-30,Defensivos,CampoForte,Empresa B,P0089,7,9204.21,405.11,Boleto,Online,BA,M,1956-05-28
339,320.663.918-24,2023-07-30,Defensivos,CampoForte,Empresa A,P0088,5,19946.09,1877.96,Boleto,Representante,PR,F,1999-06-10
340,986.120.443-16,2023-07-30,Defensivos,VerdeTech,Empresa C,P0074,1,1948.65,53.47,Cartão,Representante,GO,M,1982-09-07
341,049.788.910-27,2023-07-30,Defensivos,AgriPlus,Empresa C,P0066,7,6888.61,524.11,Cartão,Representante,RS,M,2003-07-28
342,582.503.972-40,2023-07-30,Sementes,AgriPlus,Empresa B,P0033,1,2410.42,50.15,Cartão,Loja,PR,M,2007-11-29
343,387.871.812-82,2023-07-30,Sementes,AgroMax,Empresa B,P0009,4,7200.66,604.42,Boleto,Online,PR,F,1956-11-24
344,765.065.132-09,2023-07-30,Máquinas,VerdeTech,Empresa B,P0146,9,99275.22,4356.81,Boleto,Loja,PR,F,1958-02-23
345,438.690.710-60,2023-07-30,Fertilizantes,AgroMax,Empresa A,P0119,9,5091.88,308.3,Boleto,Representante,GO,M,1981-05-25
346,209.885.840-00,2023-07-30,Defensivos,AgroMax,Empresa C,P0071,9,13048.62,706.8,Cartão,Loja,PR,M,1958-11-15
347,232.516.365-29,2023-07-30,Defensivos,AgroMax,Empresa A,P0082,10,6868.99,520.61,Boleto,Representante,BA,M,2002-09-10
348,747.576.463-05,2023-07-30,Fertilizantes,AgriPlus,Empresa C,P0109,5,2998.62,24.88,PIX,Representante,MG,M,1993-01-02
349,846.470.252-33,2023-07-30,Fertilizantes,CampoForte,Empresa A,P0102,1,385.64,38.9,PIX,Loja,MT,M,1947-07-16
350,427.110.449-39,2023-07-30,Defensivos,CampoForte,Empresa C,P0090,3,4230.98,315.7,Cartão,Loja,PR,F,1981-12-07
351,496.098.059-14,2023-07-30,Fertilizantes,VerdeTech,Empresa C,P0107,1,1088.56,22.55,PIX,Loja,PR,F,1964-07-19
352,073.155.343-85,2023-07-30,Máquinas,AgroMax,Empresa B,P0150,2,18073.92,2159.18,Cartão,Representante,PR,F,1987-06-21
353,213.522.227-52,2023-07-30,Defensivos,VerdeTech,Empresa A,P0065,10,17709.42,1265.58,Cartão,Online,BA,M,1977-07-05
354,641.714.093-81,2023-07-30,Defensivos,CampoForte,Empresa A,P0094,10,8641.59,302.41,Boleto,Loja,PR,M,1969-12-05
355,646.403.444-81,2023-07-30,Defensivos,AgroMax,Empresa B,P0073,4,2859.74,148.18,Cartão,Online,PR,F,1953-01-06
356,692.740.540-25,2023-07-30,Fertilizantes,CampoForte,Empresa A,P0129,9,10172.06,1422.55,Cartão,Representante,PR,M,1953-06-08
357,464.864.862-52,2023-07-30,Máquinas,VerdeTech,Empresa B,P0168,1,8312.18,645.35,Boleto,Loja,PR,M,1968-07-21
358,473.911.097-03,2023-07-30,Fertilizantes,AgroMax,Empresa B,P0128,8,8147.34,1128.58,Boleto,Representante,GO,M,1995-08-25
359,233.822.347-00,2023-07-30,Sementes,AgriPlus,Empresa C,P0005,5,1891.7,86.35,Boleto,Representante,PR,F,1954-01-18
360,901.129.905-17,2023-07-30,Defensivos,CampoForte,Empresa A,P0096,9,12014.4,1356.09,Boleto,Representante,RS,M,1987-04-21
361,431.180.243-99,2023-07-30,Máquinas,CampoForte,Empresa C,P0156,1,14288.43,834.85,PIX,Online,PR,M,2003-11-28
362,500.877.324-08,2023-07-30,Fertilizantes,CampoForte,Empresa C,P0108,6,9981.18,831.66,PIX,Loja,MT,F,1995-07-05
363,039.613.847-03,2023-07-30,Máquinas,VerdeTech,Empresa C,P0153,10,65580.38,1857.32,Boleto,Representante,PR,M,1986-04-22
364,733.035.952-16,2023-07-30,Defensivos,AgriPlus,Empresa A,P0083,7,2170.47,162.49,PIX,Loja,PR,M,1996-11-27
365,183.707.220-59,2023-07-30,Sementes,VerdeTech,Empresa B,P0049,10,5238.6,550.4,PIX,Loja,PR,M,1981-07-06
366,811.039.827-88,2023-07-30,Defensivos,CampoForte,Empresa A,P0097,4,6738.47,569.57,Cartão,Loja,BA,M,1982-11-07
367,504.522.709-28,2023-07-30,Máquinas,AgroMax,Empresa C,P0154,4,26443.48,1493.48,Cartão,Online,BA,M,1966-07-21
368,066.444.677-92,2023-07-30,Fertilizantes,AgroMax,Empresa A,P0129,1,1272.7,35.98,Cartão,Loja,PR,F,1999-02-16
369,702.645.606-71,2023-07-30,Máquinas,AgriPlus,Empresa A,P0156,5,14371.2,1948.35,Boleto,Loja,MT,M,2000-01-23
370,405.735.833-15,2023-07-30,Fertilizantes,CampoForte,Empresa C,P0106,7,5034.74,553.5,Boleto,Loja,MG,M,1987-01-16
371,636.948.853-40,2023-07-30,Fertilizantes,VerdeTech,Empresa A,P0139,5,6989.37,458.88,Cartão,Representante,GO,M,1970-12-18
372,094.096.877-05,2023-07-30,Fertilizantes,AgriPlus,Empresa A,P0103,6,6420.73,1006.13,Boleto,Online,MT,F,1954-07-17
373,885.398.977-76,2023-07-30,Defensivos,AgriPlus,Empresa A,P0091,4,1882.76,230.24,Cartão,Online,MG,M,1980-08-28
374,606.872.974-51,2023-07-30,Fertilizantes,AgroMax,Empresa B,P0110,7,4300.22,248.73,Cartão,Representante,PR,F,1997-08-16
375,425.432.397-23,2023-07-30,Sementes,CampoForte,Empresa C,P0003,8,4245.05,32.07,Cartão,Loja,PR,F,1950-04-20
376,589.768.972-50,2023-07-30,Defensivos,VerdeTech,Empresa C,P0092,7,6880.68,276.82,Boleto,Representante,PR,F,1986-05-21
377,908.415.870-94,2023-07-30,Máquinas,VerdeTech,Empresa C,P0150,10,69411.48,3838.42,PIX,Online,PR,F,1958-01-22
378,003.250.720-86,2023-07-30,Defensivos,AgriPlus,Empresa A,P0088,10,14765.99,968.31,Boleto,Loja,RS,F,1957-01-16
379,563.947.932-99,2023-07-30,Defensivos,AgroMax,Empresa C,P0084,8,19459.17,2049.79,Boleto,Loja,MT,F,2006-09-09
380,621.588.107-42,2023-07-30,Defensivos,AgroMax,Empresa A,P0067,7,8752.57,427.79,PIX,Representante,PR,F,2004-12-27
381,548.937.343-18,2023-07-30,Sementes,VerdeTech,Empresa B,P0014,6,5246.91,344.67,Cartão,Online,MT,F,2005-04-13
382,330.769.236-41,2023-07-30,Fertilizantes,AgroMax,Empresa C,P0129,6,6858.44,155.62,Boleto,Loja,PR,M,1967-09-12
383,102.010.755-39,2023-07-30,Fertilizantes,CampoForte,Empresa C,P0108,6,5127.79,370.19,Boleto,Online,BA,M,1996-10-06
384,796.430.240-08,2023-07-30,Fertilizantes,VerdeTech,Empresa B,P0107,4,4928.15,10.65,Boleto,Representante,RS,M,2001-08-07
385,521.529.610-30,2023-07-30,Máquinas,VerdeTech,Empresa C,P0149,8,123572.66,5565.5,Boleto,Representante,GO,M,1993-09-05
386,199.452.254-21,2023-07-30,Defensivos,AgriPlus,Empresa B,P0075,6,1956.86,229.54,PIX,Online,MG,F,1982-12-07
387,711.842.039-54,2023-07-30,Sementes,AgriPlus,Empresa A,P0014,6,3141.07,223.85,Boleto,Representante,PR,M,1980-11-21
